2026-01-04 19:53:45 | AgenticSystem             | INFO     | ============================================================
2026-01-04 19:53:45 | Agent.CoordinationAgent   | INFO     | Starting agent: CoordinationAgent
2026-01-04 19:53:45 | Agent.CoordinationAgent   | INFO     | Initializing Coordination Agent...
2026-01-04 19:53:45 | MessageBus                | INFO     | Registered agent: CoordinationAgent (coordinator)
2026-01-04 19:53:45 | Agent.CoordinationAgent   | INFO     | Coordination Agent initialized
2026-01-04 19:53:45 | Agent.CoordinationAgent   | INFO     | Coordination Agent starting execution...
2026-01-04 19:53:45 | Agent.CoordinationAgent   | INFO     | Starting 5 agents...
2026-01-04 19:53:45 | Agent.DataAcquisitionAgent | INFO     | Starting agent: DataAcquisitionAgent
2026-01-04 19:53:45 | Agent.DataAcquisitionAgent | INFO     | Initializing Data Acquisition Agent...
2026-01-04 19:53:45 | Agent.DataAcquisitionAgent | INFO     | Loaded topology: 118 nodes, 686 edges
2026-01-04 19:53:45 | Agent.DataAcquisitionAgent | INFO     | Data Acquisition initialized: 118 nodes, 686 edges
2026-01-04 19:53:45 | Agent.DataAcquisitionAgent | INFO     | Starting data acquisition loop...
2026-01-04 19:53:45 | Agent.PredictionAgent     | INFO     | Starting agent: PredictionAgent
2026-01-04 19:53:45 | Agent.PredictionAgent     | INFO     | Initializing Prediction Agent on cpu...
2026-01-04 19:53:45 | Agent.PredictionAgent     | INFO     | Removing 6 mismatched keys to allow loading.
2026-01-04 19:53:45 | Agent.PredictionAgent     | INFO     | Loaded trained model weights (Partial load due to architecture update)
2026-01-04 19:53:45 | Agent.PredictionAgent     | INFO     | Model loaded [TRAINED]. Thresholds: cascade=0.100, node=0.350
2026-01-04 19:53:45 | Agent.PredictionAgent     | INFO     | Prediction Agent ready for inference requests...
2026-01-04 19:53:45 | Agent.RiskAssessmentAgent | INFO     | Starting agent: RiskAssessmentAgent
2026-01-04 19:53:45 | Agent.RiskAssessmentAgent | INFO     | Initializing Risk Assessment Agent...
2026-01-04 19:53:45 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment Agent initialized
2026-01-04 19:53:45 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment Agent running...
2026-01-04 19:53:45 | Agent.ThreatResponseAgent | INFO     | Starting agent: ThreatResponseAgent
2026-01-04 19:53:45 | Agent.ThreatResponseAgent | INFO     | Threat Response Agent initialized and ready for commands.
2026-01-04 19:53:45 | Agent.ThreatResponseAgent | INFO     | Threat Response Agent running (waiting for alerts)...
2026-01-04 19:53:45 | Agent.GridStabilizationAgent | INFO     | Starting agent: GridStabilizationAgent
2026-01-04 19:53:45 | Agent.GridStabilizationAgent | INFO     | Grid Stabilization Agent initialized.
2026-01-04 19:53:45 | Agent.GridStabilizationAgent | INFO     | Grid Stabilization Agent active.
2026-01-04 19:53:45 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:46 | Agent.CoordinationAgent   | INFO     | All agents started
2026-01-04 19:53:46 | Agent.CoordinationAgent   | DEBUG    | Scheduled task: health_check (every 30.0s)
2026-01-04 19:53:46 | Agent.CoordinationAgent   | DEBUG    | Scheduled task: prediction_pipeline (every 1.0s)
2026-01-04 19:53:46 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:47 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:53:47 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:47 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:53:48 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:53:48 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:53:48 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:48 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:48 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0676
2026-01-04 19:53:48 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1915)
2026-01-04 19:53:49 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:49 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:49 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:53:49 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:53:50 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:50 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:50 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:53:50 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1917)
2026-01-04 19:53:51 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:51 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:51 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:53:51 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:53:52 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:52 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:53 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:53:53 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:53 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:53:53 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:54 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:54 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:53:54 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1918)
2026-01-04 19:53:54 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:55 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:53:55 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:55 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1917)
2026-01-04 19:53:55 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:56 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:53:56 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:56 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1917)
2026-01-04 19:53:56 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:57 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:53:57 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:57 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:53:57 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:58 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:53:58 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:58 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1917)
2026-01-04 19:53:58 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:59 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:53:59 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:53:59 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1917)
2026-01-04 19:53:59 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:00 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:00 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:00 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:00 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:01 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:01 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:01 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:01 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:02 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:02 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:02 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:02 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:03 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:03 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:03 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:03 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:04 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:04 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:04 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1917)
2026-01-04 19:54:04 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:05 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:05 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:05 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1917)
2026-01-04 19:54:05 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:06 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:06 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:06 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1917)
2026-01-04 19:54:06 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:07 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:07 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:07 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:07 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:08 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:08 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:08 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:08 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:09 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:09 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:09 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:10 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:10 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:10 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:10 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:11 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:11 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:11 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:11 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:12 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:12 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:12 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:12 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:13 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:13 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:13 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:13 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:14 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:14 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:14 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:14 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:15 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:15 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:15 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:15 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1917)
2026-01-04 19:54:16 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:16 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:16 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:16 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1917)
2026-01-04 19:54:17 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:17 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:17 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:17 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1917)
2026-01-04 19:54:18 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:18 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:18 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:18 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:19 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:19 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:19 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:19 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1917)
2026-01-04 19:54:20 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:21 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:21 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:21 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:21 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:22 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:22 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:22 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:22 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:23 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:23 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:23 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1917)
2026-01-04 19:54:23 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:24 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:24 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:24 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:24 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:25 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:25 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:25 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:25 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:26 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:26 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:26 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:26 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:27 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:27 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:27 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:27 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:28 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:28 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:28 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:28 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:29 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:29 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:29 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:29 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:30 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0676
2026-01-04 19:54:30 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:30 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1915)
2026-01-04 19:54:30 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:31 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0676
2026-01-04 19:54:31 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:31 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1915)
2026-01-04 19:54:31 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:32 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:32 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:32 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:32 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:33 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:33 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:33 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:33 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:34 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:34 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:34 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1917)
2026-01-04 19:54:34 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:35 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:35 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:35 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1917)
2026-01-04 19:54:35 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:36 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:36 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:36 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1917)
2026-01-04 19:54:36 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:37 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:37 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:37 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:38 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:38 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
2026-01-04 19:54:38 | Agent.RiskAssessmentAgent | INFO     | Risk Assessment: LOW (Risk Score: 0.1916)
2026-01-04 19:54:38 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:39 | Agent.CoordinationAgent   | DEBUG    | DATA message received from data_acquisition
2026-01-04 19:54:39 | Agent.PredictionAgent     | INFO     | Prediction cycle complete. Max Cascade Probability: 0.0677
